University,year,Rank,Score
CONCORDIA UNIVERSITY,2015,214.0,131.0
CONCORDIA UNIVERSITY,2016,238.0,117.0
CONCORDIA UNIVERSITY  102,2017,229.0,59.0
CONNECTICUT COLLEGE,2012,1247.0,1.0
CONNECTICUT COLLEGE,2013,1317.0,1.0
CONNECTICUT COLLEGE,2014,1329.0,1.0
CONNECTICUT COLLEGE,2015,1354.0,1.0
CONNECTICUT COLLEGE,2016,1351.0,1.0
COPENHAGEN BUSINESS SCHOOL,2011,1335.0,1.0
COPENHAGEN BUSINESS SCHOOL,2012,526.0,21.0
COPENHAGEN BUSINESS SCHOOL,2013,238.0,99.0
COPENHAGEN BUSINESS SCHOOL,2014,191.0,138.0
COPENHAGEN BUSINESS SCHOOL,2015,166.0,184.0
COPENHAGEN BUSINESS SCHOOL,2016,143.0,243.0
COPENHAGEN BUSINESS SCHOOL  222,2017,130.0,127.0
CORNELL UNIVERSITY,2011,18.0,848.0
CORNELL UNIVERSITY,2012,18.0,914.0
CORNELL UNIVERSITY,2013,20.0,1015.0
CORNELL UNIVERSITY,2014,20.0,1015.0
CORNELL UNIVERSITY,2015,20.0,1085.0
CORNELL UNIVERSITY,2016,20.0,1113.0
CORNELL UNIVERSITY 915,2017,20.0,574.0
CORVINUS UNIVERSITY BUDAPEST,2011,603.0,13.0
CORVINUS UNIVERSITY BUDAPEST,2012,668.0,12.0
CORVINUS UNIVERSITY BUDAPEST,2013,775.0,9.0
CORVINUS UNIVERSITY BUDAPEST,2014,825.0,8.0
CORVINUS UNIVERSITY BUDAPEST,2015,850.0,8.0
CORVINUS UNIVERSITY BUDAPEST,2016,978.0,5.0
CORVINUS UNIVERSITY BUDAPEST    4,2017,950.0,2.0
COVENTRY UNIVERSITY,2016,1285.0,1.0
CRACOW UNIVERSITY OF ECONOMICS,2014,1480.0,1.0
CRACOW UNIVERSITY OF ECONOMICS,2015,1233.0,2.0
CRACOW UNIVERSITY OF ECONOMICS,2016,1231.0,2.0
CRACOW UNIVERSITY OF ECONOMICS   2,2017,1176.0,
CRANFIELD UNIVERSITY,2011,947.0,3.0
CRANFIELD UNIVERSITY,2012,928.0,4.0
CRANFIELD UNIVERSITY,2013,1007.0,4.0
CRANFIELD UNIVERSITY,2014,1037.0,4.0
CRANFIELD UNIVERSITY,2015,1075.0,3.0
CRANFIELD UNIVERSITY,2016,1006.0,4.0
CRANFIELD UNIVERSITY 3,2017,1055.0,1.0
CREIGHTON UNIVERSITY,2011,1172.0,1.0
CREIGHTON UNIVERSITY,2012,1090.0,2.0
CREIGHTON UNIVERSITY,2013,1216.0,2.0
CREIGHTON UNIVERSITY,2014,1370.0,1.0
CREIGHTON UNIVERSITY,2015,1106.0,3.0
CREIGHTON UNIVERSITY,2016,1107.0,3.0
CREIGHTON UNIVERSITY   2,2017,1136.0,1.0
CUKUROVA UNIVERSITY,2014,1272.0,1.0
CUKUROVA UNIVERSITY,2015,1305.0,1.0
CUKUROVA UNIVERSITY,2016,1300.0,1.0
"CUNY, BARUCH COLLEGE",2011,250.0,72.0
"CUNY, BARUCH COLLEGE",2012,255.0,76.0
"CUNY, BARUCH COLLEGE",2013,278.0,77.0
"CUNY, BARUCH COLLEGE",2014,282.0,80.0
"CUNY, BARUCH COLLEGE",2015,293.0,80.0
"CUNY, BARUCH COLLEGE",2016,297.0,78.0
"CUNY, BARUCH COLLEGE   58",2017,322.0,34.0
"CUNY, BROOKLYN COLLEGE",2012,1342.0,1.0
"CUNY, BROOKLYN COLLEGE",2013,1426.0,1.0
"CUNY, BROOKLYN COLLEGE",2014,1431.0,1.0
"CUNY, BROOKLYN COLLEGE",2015,1441.0,1.0
"CUNY, BROOKLYN COLLEGE",2016,1444.0,1.0
"CUNY, CITY COLLEGE",2011,460.0,25.0
"CUNY, CITY COLLEGE",2012,469.0,26.0
"CUNY, CITY COLLEGE",2013,661.0,14.0
"CUNY, CITY COLLEGE",2014,673.0,14.0
"CUNY, CITY COLLEGE",2015,703.0,13.0
"CUNY, CITY COLLEGE",2016,986.0,5.0
"CUNY, CITY COLLEGE 3",2017,1013.0,1.0
"CUNY, COLLEGE OF STATEN ISLAND",2011,661.0,11.0
"CUNY, COLLEGE OF STATEN ISLAND",2012,726.0,9.0
"CUNY, COLLEGE OF STATEN ISLAND",2013,786.0,9.0
"CUNY, COLLEGE OF STATEN ISLAND",2014,746.0,10.0
"CUNY, COLLEGE OF STATEN ISLAND",2015,847.0,8.0
"CUNY, COLLEGE OF STATEN ISLAND",2016,912.0,6.0
"CUNY, COLLEGE OF STATEN ISLAND 6",2017,864.0,3.0
"CUNY, HUNTER COLLEGE",2011,410.0,31.0
"CUNY, HUNTER COLLEGE",2012,408.0,33.0
"CUNY, HUNTER COLLEGE",2013,515.0,25.0
"CUNY, HUNTER COLLEGE",2014,499.0,27.0
"CUNY, HUNTER COLLEGE",2015,497.0,31.0
"CUNY, HUNTER COLLEGE",2016,585.0,21.0
"CUNY, HUNTER COLLEGE   12",2017,697.0,6.0
"CUNY, QUEENS COLLEGE",2011,689.0,9.0
"CUNY, QUEENS COLLEGE",2012,719.0,9.0
"CUNY, QUEENS COLLEGE",2013,806.0,8.0
"CUNY, QUEENS COLLEGE",2014,607.0,18.0
"CUNY, QUEENS COLLEGE",2015,553.0,23.0
"CUNY, QUEENS COLLEGE",2016,514.0,29.0
"CUNY, QUEENS COLLEGE   29",2017,471.0,15.0
CURTIN UNIVERSITY OF TECHNOLOGY,2011,469.0,24.0
CURTIN UNIVERSITY OF TECHNOLOGY,2012,547.0,19.0
CURTIN UNIVERSITY OF TECHNOLOGY,2013,629.0,16.0
CURTIN UNIVERSITY OF TECHNOLOGY,2014,829.0,8.0
CURTIN UNIVERSITY OF TECHNOLOGY,2015,682.0,14.0
CURTIN UNIVERSITY OF TECHNOLOGY,2016,660.0,16.0
CURTIN UNIVERSITY OF TECHNOLOGY    14,2017,656.0,7.0
CYPRUS UNIVERSITY OF TECHNOLOGY,2011,1162.0,1.0
CYPRUS UNIVERSITY OF TECHNOLOGY,2012,1184.0,1.0
CYPRUS UNIVERSITY OF TECHNOLOGY,2013,802.0,8.0
CYPRUS UNIVERSITY OF TECHNOLOGY,2014,680.0,14.0
CYPRUS UNIVERSITY OF TECHNOLOGY,2015,692.0,14.0
CYPRUS UNIVERSITY OF TECHNOLOGY,2016,675.0,15.0
CYPRUS UNIVERSITY OF TECHNOLOGY  15,2017,632.0,7.0
DA YEH UNIVERSITY,2011,1335.0,1.0
DA YEH UNIVERSITY,2012,1377.0,1.0
DA YEH UNIVERSITY,2013,1403.0,1.0
DA YEH UNIVERSITY,2014,1409.0,1.0
DA YEH UNIVERSITY,2015,1419.0,1.0
DA YEH UNIVERSITY,2016,1421.0,1.0
DAITO BUNKA UNIVERSITY,2012,1247.0,1.0
DAITO BUNKA UNIVERSITY,2013,1317.0,1.0
DAITO BUNKA UNIVERSITY,2014,1329.0,1.0
DAITO BUNKA UNIVERSITY,2015,1354.0,1.0
DAITO BUNKA UNIVERSITY,2016,1050.0,4.0
DAITO BUNKA UNIVERSITY  2,2017,1091.0,1.0
DALARNA UNIVERSITY,2011,956.0,3.0
DALARNA UNIVERSITY,2012,1038.0,2.0
DALARNA UNIVERSITY,2013,1169.0,2.0
DALARNA UNIVERSITY,2014,1183.0,2.0
DALARNA UNIVERSITY,2015,1238.0,2.0
DALARNA UNIVERSITY,2016,1458.0,1.0
DALHOUSIE UNIVERSITY,2011,472.0,24.0
DALHOUSIE UNIVERSITY,2012,585.0,16.0
DALHOUSIE UNIVERSITY,2013,550.0,21.0
DALHOUSIE UNIVERSITY,2014,439.0,37.0
DALHOUSIE UNIVERSITY,2015,427.0,43.0
DALHOUSIE UNIVERSITY,2016,441.0,41.0
DALHOUSIE UNIVERSITY  41,2017,403.0,21.0
DANKOOK UNIVERSITY,2011,1159.0,1.0
DANKOOK UNIVERSITY,2012,1180.0,1.0
DANKOOK UNIVERSITY,2013,1256.0,1.0
DANKOOK UNIVERSITY,2014,1170.0,2.0
DANKOOK UNIVERSITY,2015,1197.0,2.0
DANKOOK UNIVERSITY,2016,1415.0,1.0
DARTMOUTH COLLEGE,2011,50.0,429.0
DARTMOUTH COLLEGE,2012,54.0,451.0
DARTMOUTH COLLEGE,2013,56.0,482.0
DARTMOUTH COLLEGE,2014,51.0,539.0
DARTMOUTH COLLEGE,2015,52.0,548.0
DARTMOUTH COLLEGE,2016,50.0,608.0
DARTMOUTH COLLEGE  506,2017,49.0,324.0
DAVIDSON COLLEGE,2011,1314.0,1.0
DAVIDSON COLLEGE,2014,1335.0,1.0
DAVIDSON COLLEGE,2015,989.0,5.0
DAVIDSON COLLEGE,2016,990.0,5.0
DAVIDSON COLLEGE   5,2017,932.0,2.0
DEAKIN UNIVERSITY,2011,430.0,28.0
DEAKIN UNIVERSITY,2012,373.0,39.0
DEAKIN UNIVERSITY,2013,342.0,56.0
DEAKIN UNIVERSITY,2014,306.0,70.0
DEAKIN UNIVERSITY,2015,261.0,96.0
DEAKIN UNIVERSITY,2016,266.0,96.0
DEAKIN UNIVERSITY  84,2017,261.0,48.0
DEL ROSARIO UNIVERSITY,2011,637.0,12.0
DEL ROSARIO UNIVERSITY,2012,664.0,12.0
DEL ROSARIO UNIVERSITY,2013,562.0,20.0
DEL ROSARIO UNIVERSITY,2014,584.0,19.0
DEL ROSARIO UNIVERSITY,2015,567.0,22.0
DEL ROSARIO UNIVERSITY,2016,598.0,20.0
DEL ROSARIO UNIVERSITY  17,2017,595.0,9.0
DELAWARE STATE UNIVERSITY,2011,1181.0,1.0
DELAWARE STATE UNIVERSITY,2012,1202.0,1.0
DELAWARE STATE UNIVERSITY,2013,1277.0,1.0
DELAWARE STATE UNIVERSITY,2014,1289.0,1.0
DELAWARE STATE UNIVERSITY,2015,1324.0,1.0
DELFT UNIVERSITY OF TECHNOLOGY,2011,462.0,24.0
DELFT UNIVERSITY OF TECHNOLOGY,2012,412.0,32.0
DELFT UNIVERSITY OF TECHNOLOGY,2013,447.0,34.0
DELFT UNIVERSITY OF TECHNOLOGY,2014,414.0,43.0
DELFT UNIVERSITY OF TECHNOLOGY,2015,366.0,57.0
DELFT UNIVERSITY OF TECHNOLOGY,2016,370.0,57.0
DELFT UNIVERSITY OF TECHNOLOGY  48,2017,375.0,24.0
DELTA STATE UNIVERSITY,2011,1130.0,2.0
DELTA STATE UNIVERSITY,2012,1153.0,2.0
DELTA STATE UNIVERSITY,2013,1226.0,2.0
DELTA STATE UNIVERSITY,2014,1235.0,2.0
DEMOCRITUS UNIVERSITY OF THRACE,2014,1237.0,2.0
DEMOCRITUS UNIVERSITY OF THRACE,2015,1261.0,2.0
DEMOCRITUS UNIVERSITY OF THRACE,2016,1189.0,2.0
DEMOCRITUS UNIVERSITY OF THRACE  2,2017,1134.0,1.0
DEPAUL UNIVERSITY,2011,208.0,92.0
DEPAUL UNIVERSITY,2012,229.0,92.0
DEPAUL UNIVERSITY,2013,262.0,85.0
DEPAUL UNIVERSITY,2014,321.0,65.0
DEPAUL UNIVERSITY,2015,404.0,48.0
DEPAUL UNIVERSITY,2016,361.0,60.0
DEPAUL UNIVERSITY  53,2017,348.0,29.0
DHURAKIJ PUNDIT UNIVERSITY,2012,1319.0,1.0
DHURAKIJ PUNDIT UNIVERSITY,2013,1384.0,1.0
DHURAKIJ PUNDIT UNIVERSITY,2014,1388.0,1.0
DHURAKIJ PUNDIT UNIVERSITY,2015,1401.0,1.0
DHURAKIJ PUNDIT UNIVERSITY,2016,1402.0,1.0
DICKINSON COLLEGE,2011,1076.0,2.0
DICKINSON COLLEGE,2012,1096.0,2.0
DICKINSON COLLEGE,2013,1159.0,2.0
DICKINSON COLLEGE,2014,1163.0,2.0
DICKINSON COLLEGE,2015,1065.0,3.0
DICKINSON COLLEGE,2016,1067.0,3.0
DICKINSON COLLEGE  3,2017,1014.0,1.0
DIEGO PORTALES UNIVERSITY,2011,1258.0,1.0
DIEGO PORTALES UNIVERSITY,2012,1288.0,1.0
DIEGO PORTALES UNIVERSITY,2013,1120.0,2.0
DIEGO PORTALES UNIVERSITY,2014,961.0,5.0
DIEGO PORTALES UNIVERSITY,2015,774.0,10.0
DIEGO PORTALES UNIVERSITY,2016,662.0,16.0
DIEGO PORTALES UNIVERSITY  16,2017,622.0,8.0
DMITRY POZHARSKY UNIVERSITY,2016,1187.0,2.0
DMITRY POZHARSKY UNIVERSITY  2,2017,1131.0,1.0
DOMINICAN UNIVERSITY OF CALIFORNIA,2011,1267.0,1.0
DOMINICAN UNIVERSITY OF CALIFORNIA,2012,1300.0,1.0
DOMINICAN UNIVERSITY OF CALIFORNIA,2013,1371.0,1.0
DOMINICAN UNIVERSITY OF CALIFORNIA,2014,1230.0,2.0
DOMINICAN UNIVERSITY OF CALIFORNIA,2015,1255.0,2.0
DOMINICAN UNIVERSITY OF CALIFORNIA,2016,1415.0,1.0
DONG-A UNIVERSITY,2011,1325.0,1.0
DONG-A UNIVERSITY,2012,1367.0,1.0
DONG-A UNIVERSITY,2013,1458.0,1.0
DONG-A UNIVERSITY,2014,1468.0,1.0
DONG-A UNIVERSITY,2015,1480.0,1.0
DONGBEI UNIVERSITY OF FINANCE AND ECONOMICS,2016,1485.0,1.0
DONGBEI UNIVERSITY OF FINANCE AND ECONOMICS 1,2017,1412.0,
DONGDUK WOMENS UNIVERSITY,2011,1353.0,0.0
DONGGUK UNIVERSITY,2011,1151.0,1.0
DONGGUK UNIVERSITY,2012,1027.0,3.0
DONGGUK UNIVERSITY,2013,1091.0,3.0
DONGGUK UNIVERSITY,2014,1114.0,3.0
DONGGUK UNIVERSITY,2015,1033.0,4.0
DONGGUK UNIVERSITY,2016,1100.0,3.0
DONGHUA UNIVERSITY,2015,1454.0,1.0
DONGHUA UNIVERSITY,2016,1458.0,1.0
DORTMUND UNIVERSITY OF TECHNOLOGY,2011,426.0,29.0
DORTMUND UNIVERSITY OF TECHNOLOGY,2012,368.0,40.0
DORTMUND UNIVERSITY OF TECHNOLOGY,2013,325.0,60.0
DORTMUND UNIVERSITY OF TECHNOLOGY,2014,319.0,66.0
DORTMUND UNIVERSITY OF TECHNOLOGY,2015,279.0,86.0
DORTMUND UNIVERSITY OF TECHNOLOGY,2016,265.0,97.0
DORTMUND UNIVERSITY OF TECHNOLOGY   85,2017,254.0,50.0
DOSHISHA UNIVERSITY,2011,811.0,6.0
DOSHISHA UNIVERSITY,2012,831.0,6.0
DOSHISHA UNIVERSITY,2013,865.0,7.0
DOSHISHA UNIVERSITY,2014,965.0,5.0
DOSHISHA UNIVERSITY,2015,937.0,6.0
DOSHISHA UNIVERSITY,2016,848.0,8.0
DOSHISHA UNIVERSITY 8,2017,816.0,3.0
DRAKE UNIVERSITY,2011,1262.0,1.0
DRAKE UNIVERSITY,2012,1292.0,1.0
DREW UNIVERSITY,2011,864.0,5.0
DREW UNIVERSITY,2013,1358.0,1.0
DREW UNIVERSITY,2014,1008.0,4.0
DREW UNIVERSITY,2015,1025.0,4.0
DREW UNIVERSITY,2016,1023.0,4.0
DREW UNIVERSITY    4,2017,965.0,2.0
DREXEL UNIVERSITY,2011,173.0,120.0
DREXEL UNIVERSITY,2012,181.0,121.0
DREXEL UNIVERSITY,2013,217.0,114.0
DREXEL UNIVERSITY,2014,196.0,136.0
DREXEL UNIVERSITY,2015,163.0,186.0
DREXEL UNIVERSITY,2016,177.0,173.0
DREXEL UNIVERSITY  158,2017,165.0,90.0
DRURY UNIVERSITY,2012,1015.0,3.0
DRURY UNIVERSITY,2013,1077.0,3.0
DRURY UNIVERSITY,2014,1101.0,3.0
DRURY UNIVERSITY,2015,1116.0,3.0
DRURY UNIVERSITY,2016,1118.0,3.0
DUBLIN CITY UNIVERSITY,2011,622.0,12.0
DUBLIN CITY UNIVERSITY,2012,655.0,12.0
DUBLIN CITY UNIVERSITY,2013,644.0,15.0
DUBLIN CITY UNIVERSITY,2014,650.0,15.0
DUBLIN CITY UNIVERSITY,2015,729.0,12.0
DUBLIN CITY UNIVERSITY,2016,952.0,5.0
DUBLIN CITY UNIVERSITY  5,2017,902.0,2.0
DUKE NATIONAL UNIVERSITY SINGAPORE,2011,797.0,7.0
DUKE NATIONAL UNIVERSITY SINGAPORE,2012,713.0,10.0
DUKE NATIONAL UNIVERSITY SINGAPORE,2013,758.0,10.0
DUKE NATIONAL UNIVERSITY SINGAPORE,2014,883.0,6.0
DUKE NATIONAL UNIVERSITY SINGAPORE,2015,1081.0,3.0
DUKE NATIONAL UNIVERSITY SINGAPORE,2016,1089.0,3.0
DUKE UNIVERSITY,2011,13.0,1270.0
DUKE UNIVERSITY,2012,14.0,1350.0
DUKE UNIVERSITY,2013,13.0,1478.0
DUKE UNIVERSITY,2014,13.0,1513.0
DUKE UNIVERSITY,2015,13.0,1564.0
DUKE UNIVERSITY,2016,14.0,1581.0
DUKE UNIVERSITY    1325,2017,14.0,814.0
DUQUESNE UNIVERSITY,2011,1005.0,3.0
DUQUESNE UNIVERSITY,2012,1106.0,2.0
DUQUESNE UNIVERSITY,2013,1171.0,2.0
DUQUESNE UNIVERSITY,2014,1024.0,4.0
DUQUESNE UNIVERSITY,2015,991.0,5.0
DUQUESNE UNIVERSITY,2016,893.0,7.0
DUQUESNE UNIVERSITY    5,2017,918.0,2.0
EAFIT UNIVERSITY,2011,897.0,4.0
EAFIT UNIVERSITY,2012,915.0,4.0
EAFIT UNIVERSITY,2013,968.0,5.0
EAFIT UNIVERSITY,2014,821.0,8.0
EAFIT UNIVERSITY,2015,780.0,10.0
EAFIT UNIVERSITY,2016,906.0,6.0
EAFIT UNIVERSITY    6,2017,858.0,3.0
EAST CAROLINA UNIVERSITY,2011,384.0,36.0
EAST CAROLINA UNIVERSITY,2012,434.0,30.0
EAST CAROLINA UNIVERSITY,2013,432.0,36.0
EAST CAROLINA UNIVERSITY,2014,494.0,28.0
EAST CAROLINA UNIVERSITY,2015,624.0,18.0
EAST CAROLINA UNIVERSITY,2016,644.0,17.0
EAST CAROLINA UNIVERSITY   17,2017,597.0,8.0
EAST CHINA NORMAL UNIVERSITY,2011,491.0,22.0
EAST CHINA NORMAL UNIVERSITY,2012,399.0,34.0
EAST CHINA NORMAL UNIVERSITY,2013,390.0,43.0
EAST CHINA NORMAL UNIVERSITY,2014,429.0,38.0
EAST CHINA NORMAL UNIVERSITY,2015,414.0,46.0
EAST CHINA NORMAL UNIVERSITY,2016,433.0,43.0
EAST CHINA NORMAL UNIVERSITY    31,2017,459.0,16.0
EAST CHINA UNIVERSITY OF SCIENCE AND TECHNOLOGY,2011,1186.0,1.0
EAST CHINA UNIVERSITY OF SCIENCE AND TECHNOLOGY,2012,1209.0,1.0
EAST CHINA UNIVERSITY OF SCIENCE AND TECHNOLOGY,2013,1201.0,2.0
EAST CHINA UNIVERSITY OF SCIENCE AND TECHNOLOGY,2014,1058.0,3.0
EAST CHINA UNIVERSITY OF SCIENCE AND TECHNOLOGY,2015,1072.0,3.0
EAST CHINA UNIVERSITY OF SCIENCE AND TECHNOLOGY,2016,1076.0,3.0
EAST CHINA UNIVERSITY OF SCIENCE AND TECHNOLOGY 3,2017,1022.0,1.0
EAST TENNESSEE STATE UNIVERSITY,2011,913.0,4.0
EAST TENNESSEE STATE UNIVERSITY,2012,930.0,4.0
EAST TENNESSEE STATE UNIVERSITY,2013,1008.0,4.0
EAST TENNESSEE STATE UNIVERSITY,2014,1468.0,1.0
EAST TENNESSEE STATE UNIVERSITY,2015,1480.0,1.0
EASTERN ILLINOIS UNIVERSITY,2013,1096.0,2.0
EASTERN ILLINOIS UNIVERSITY,2014,1120.0,2.0
EASTERN ILLINOIS UNIVERSITY,2015,1137.0,2.0
EASTERN ILLINOIS UNIVERSITY,2016,1038.0,4.0
EASTERN ILLINOIS UNIVERSITY    4,2017,982.0,1.0
EASTERN KENTUCKY UNIVERSITY,2011,795.0,7.0
EASTERN KENTUCKY UNIVERSITY,2012,802.0,7.0
EASTERN KENTUCKY UNIVERSITY,2013,867.0,7.0
EASTERN KENTUCKY UNIVERSITY,2014,879.0,7.0
EASTERN KENTUCKY UNIVERSITY,2015,930.0,6.0
EASTERN MICHIGAN UNIVERSITY,2012,1247.0,1.0
EASTERN MICHIGAN UNIVERSITY,2013,1187.0,2.0
EASTERN MICHIGAN UNIVERSITY,2014,794.0,9.0
EASTERN MICHIGAN UNIVERSITY,2015,806.0,9.0
EASTERN MICHIGAN UNIVERSITY,2016,787.0,10.0
EASTERN MICHIGAN UNIVERSITY    9,2017,773.0,4.0
EASTERN NEW MEXICO UNIVERSITY,2011,824.0,6.0
EASTERN NEW MEXICO UNIVERSITY,2012,845.0,6.0
EASTERN NEW MEXICO UNIVERSITY,2013,910.0,6.0
EASTERN NEW MEXICO UNIVERSITY,2014,922.0,6.0
EASTERN NEW MEXICO UNIVERSITY,2015,933.0,6.0
EASTERN WASHINGTON UNIVERSITY,2011,1175.0,1.0
EASTERN WASHINGTON UNIVERSITY,2012,1196.0,1.0
EASTERN WASHINGTON UNIVERSITY,2013,1268.0,1.0
EBS BUSINESS SCHOOL,2011,1007.0,3.0
EBS BUSINESS SCHOOL,2012,797.0,7.0
EBS BUSINESS SCHOOL,2013,790.0,9.0
EBS BUSINESS SCHOOL,2014,733.0,11.0
EBS BUSINESS SCHOOL,2015,751.0,11.0
EBS BUSINESS SCHOOL,2016,826.0,9.0
EBS BUSINESS SCHOOL 5,2017,926.0,2.0
ECOLE DES PONTS PARISTECH,2011,1174.0,1.0
ECOLE DES PONTS PARISTECH,2012,1048.0,2.0
ECOLE DES PONTS PARISTECH,2013,828.0,7.0
ECOLE DES PONTS PARISTECH,2014,754.0,10.0
ECOLE DES PONTS PARISTECH,2015,770.0,10.0
ECOLE DES PONTS PARISTECH,2016,739.0,12.0
ECOLE DES PONTS PARISTECH    11,2017,715.0,5.0
"ECOLE NORMALE SUPERIEURE, LYON",2011,837.0,5.0
"ECOLE NORMALE SUPERIEURE, LYON",2012,774.0,7.0
"ECOLE NORMALE SUPERIEURE, LYON",2013,653.0,14.0
"ECOLE NORMALE SUPERIEURE, LYON",2014,688.0,13.0
"ECOLE NORMALE SUPERIEURE, LYON",2015,696.0,13.0
"ECOLE NORMALE SUPERIEURE, LYON",2016,820.0,9.0
"ECOLE NORMALE SUPERIEURE, LYON   7",2017,841.0,3.0
"ECOLE NORMALE SUPERIEURE, PARIS",2011,1054.0,2.0
"ECOLE NORMALE SUPERIEURE, PARIS",2012,921.0,4.0
"ECOLE NORMALE SUPERIEURE, PARIS",2013,554.0,21.0
"ECOLE NORMALE SUPERIEURE, PARIS",2014,555.0,22.0
"ECOLE NORMALE SUPERIEURE, PARIS",2015,561.0,22.0
"ECOLE NORMALE SUPERIEURE, PARIS",2016,596.0,20.0
"ECOLE NORMALE SUPERIEURE, PARIS  19",2017,575.0,9.0
ECOLE SUPERIEURE DE COMMERCE DE RENNES,2013,925.0,5.0
ECOLE SUPERIEURE DE COMMERCE DE RENNES,2014,936.0,5.0
ECOLE SUPERIEURE DE COMMERCE DE RENNES,2015,949.0,5.0
ECOLE SUPERIEURE DE COMMERCE DE RENNES,2016,948.0,5.0
ECOLE SUPERIEURE DE COMMERCE DE RENNES   5,2017,900.0,2.0
EDINBORO UNIVERSITY,2013,1232.0,2.0
EDINBORO UNIVERSITY,2014,1244.0,2.0
EDINBORO UNIVERSITY,2015,1269.0,2.0
EDINBORO UNIVERSITY,2016,1260.0,2.0
EDINBORO UNIVERSITY    2,2017,1205.0,
EDINBURGH NAPIER UNIVERSITY,2011,1276.0,1.0
EDINBURGH NAPIER UNIVERSITY,2012,1309.0,1.0
EDINBURGH NAPIER UNIVERSITY,2013,1378.0,1.0
EDINBURGH NAPIER UNIVERSITY,2014,1379.0,1.0
EDITH COWAN UNIVERSITY,2011,870.0,5.0
EDITH COWAN UNIVERSITY,2012,815.0,6.0
EDITH COWAN UNIVERSITY,2013,1192.0,2.0
EDITH COWAN UNIVERSITY,2014,1204.0,2.0
EDITH COWAN UNIVERSITY,2015,1230.0,2.0
EDITH COWAN UNIVERSITY,2016,1228.0,2.0
EGERTON UNIVERSITY,2012,1226.0,1.0
EGERTON UNIVERSITY,2013,1293.0,1.0
EGERTON UNIVERSITY,2014,1306.0,1.0
EGERTON UNIVERSITY,2015,1048.0,4.0
EGERTON UNIVERSITY,2016,1046.0,4.0
EGERTON UNIVERSITY    3,2017,1080.0,1.0
EINDHOVEN UNIVERSITY OF TECHNOLOGY,2011,318.0,49.0
EINDHOVEN UNIVERSITY OF TECHNOLOGY,2012,338.0,47.0
EINDHOVEN UNIVERSITY OF TECHNOLOGY,2013,335.0,58.0
EINDHOVEN UNIVERSITY OF TECHNOLOGY,2014,350.0,56.0
EINDHOVEN UNIVERSITY OF TECHNOLOGY,2015,345.0,61.0
EINDHOVEN UNIVERSITY OF TECHNOLOGY,2016,394.0,51.0
EINDHOVEN UNIVERSITY OF TECHNOLOGY  44,2017,391.0,22.0
ELON UNIVERSITY,2011,1049.0,2.0
ELON UNIVERSITY,2012,865.0,5.0
ELON UNIVERSITY,2013,933.0,5.0
ELON UNIVERSITY,2014,710.0,12.0
ELON UNIVERSITY,2015,719.0,12.0
ELON UNIVERSITY,2016,715.0,13.0
ELON UNIVERSITY    10,2017,735.0,5.0
EMEK YEZREEL ACADEMIC COLLEGE,2011,1235.0,1.0
EMEK YEZREEL ACADEMIC COLLEGE,2012,1273.0,1.0
EMEK YEZREEL ACADEMIC COLLEGE,2013,1469.0,0.0
EMORY UNIVERSITY,2011,72.0,322.0
EMORY UNIVERSITY,2012,78.0,308.0
EMORY UNIVERSITY,2013,88.0,326.0
EMORY UNIVERSITY,2014,119.0,253.0
EMORY UNIVERSITY,2015,122.0,262.0
EMORY UNIVERSITY,2016,113.0,286.0
EMORY UNIVERSITY   243,2017,110.0,152.0
EMPORIA STATE UNIVERSITY,2011,1267.0,1.0
EMPORIA STATE UNIVERSITY,2012,1300.0,1.0
EMPORIA STATE UNIVERSITY,2013,1371.0,1.0
EMPORIA STATE UNIVERSITY,2014,1373.0,1.0
EMPORIA STATE UNIVERSITY,2015,1395.0,1.0
ENSAE PARISTECH,2013,769.0,9.0
ENSAE PARISTECH,2014,783.0,9.0
ENSAE PARISTECH,2015,801.0,9.0
ENSAE PARISTECH,2016,807.0,9.0
ENSAE PARISTECH  9,2017,763.0,4.0
EOTVOS LORAND UNIVERSITY,2011,1134.0,1.0
EOTVOS LORAND UNIVERSITY,2012,979.0,3.0
EOTVOS LORAND UNIVERSITY,2013,829.0,7.0
EOTVOS LORAND UNIVERSITY,2014,784.0,9.0
EOTVOS LORAND UNIVERSITY,2015,733.0,12.0
EOTVOS LORAND UNIVERSITY,2016,785.0,10.0
EOTVOS LORAND UNIVERSITY    9,2017,788.0,4.0
ERASMUS UNIVERSITY ROTTERDAM,2011,65.0,358.0
ERASMUS UNIVERSITY ROTTERDAM,2012,62.0,380.0
ERASMUS UNIVERSITY ROTTERDAM,2013,61.0,432.0
ERASMUS UNIVERSITY ROTTERDAM,2014,59.0,489.0
ERASMUS UNIVERSITY ROTTERDAM,2015,57.0,512.0
ERASMUS UNIVERSITY ROTTERDAM,2016,61.0,517.0
ERASMUS UNIVERSITY ROTTERDAM    427,2017,60.0,275.0
ESADE BUSINESS SCHOOL,2011,1276.0,1.0
ESADE BUSINESS SCHOOL,2012,1309.0,1.0
ESADE BUSINESS SCHOOL,2013,674.0,13.0
ESADE BUSINESS SCHOOL,2014,685.0,13.0
ESADE BUSINESS SCHOOL,2015,714.0,13.0
ESADE BUSINESS SCHOOL,2016,720.0,13.0
ESADE BUSINESS SCHOOL 13,2017,671.0,6.0
ESCP EUROPE BUSINESS SCHOOL,2011,663.0,11.0
